id,rating,title,text,date,platform
430,1,"Review","3rd class adds",2026-04-18,Android
431,1,"Review","AMC have credited the amount in my old bank account which was freeze. I cannot access it. Despite of telling hundreds times to change my bank account； you did not. You made me do the courier 2 times for account update； but you never update my bank account. It cost me 500 rupee for courier and now 3；123 . Now I'm going to take legal action； it's your fault.",2026-04-18,Android
432,5,"Review","this app use very easy and simple. i am understanding easy this app",2026-04-18,Android
433,1,"Review","very bad",2026-04-18,Android
434,5,"Review","very good app",2026-04-18,Android
435,5,"Review","very comfortable for a beginner investment",2026-04-18,Android
436,5,"Review","absolutely the best app",2026-04-18,Android
437,5,"Review","good",2026-04-18,Android
438,5,"Review","Very easy to Freshers",2026-04-18,Android
439,5,"Review","now at Great app happy now Sir tnx Long time user",2026-04-18,Android
440,5,"Review","osm",2026-04-18,Android
441,5,"Review","Best ui i have seen made me switch from other broker app. UPI payments are surprisingly fast love it. suggestions 1. more features can be added to upi like upi lite； upi widgets etc",2026-04-18,Android
442,5,"Review","over all Very Good app",2026-04-18,Android
443,5,"Review","very nice",2026-04-18,Android
444,4,"Review","thanks for helping for poor people",2026-04-18,Android
445,4,"Review","provide more security and solve the problem as early as",2026-04-18,Android
446,5,"Review","👍🏻",2026-04-18,Android
447,5,"Review","best",2026-04-18,Android
448,5,"Review","easy to invest free demat account very nice platform for investing.",2026-04-18,Android
449,5,"Review","good 👍🏻",2026-04-18,Android
450,5,"Review","good",2026-04-18,Android
451,5,"Review","best browsing app 👍",2026-04-18,Android
452,5,"Review","best app",2026-04-18,Android
453,5,"Review","nice 👍",2026-04-18,Android
454,5,"Review","very good",2026-04-18,Android
455,5,"Review","nice",2026-04-18,Android
456,5,"Review","good app",2026-04-18,Android
457,5,"Review","very good",2026-04-18,Android
458,5,"Review","good",2026-04-18,Android
459,1,"Review","One Of The Worst Apps For Trading Before Reaching SL Price Automatically Sell Position Also For Buying Buy At High Price ; Don't Use It",2026-04-18,Android
460,5,"Review","excellent",2026-04-18,Android
461,1,"Review","good",2026-04-18,Android
462,4,"Review","I have been using the app for 3 years It is overall good. It need to improve at order execution in the intraday segment ； it lags in speed execution.",2026-04-18,Android
463,5,"Review","excellent 👌",2026-04-18,Android
464,5,"Review","excellent 👍👌",2026-04-18,Android
465,5,"Review","good",2026-04-18,Android
466,5,"Review","good and easy application for market",2026-04-18,Android
467,5,"Review","good",2026-04-18,Android
468,5,"Review","अच्छा है",2026-04-18,Android
469,5,"Review","शानदार",2026-04-18,Android
470,5,"Review","very nice app",2026-04-18,Android
471,1,"Review","Don't install this app totally frustrating； once they received your money； don't take back easily； no customer support services； please don't spoil your time and mony.. 🙏",2026-04-18,Android
472,5,"Review","very good 👍",2026-04-18,Android
473,5,"Review","very good",2026-04-18,Android
474,5,"Review","good",2026-04-18,Android
475,5,"Review","I am very happy with groww",2026-04-18,Android
476,5,"Review","well done",2026-04-18,Android
477,5,"Review","good",2026-04-18,Android
478,5,"Review","excellent 👍 app",2026-04-18,Android
479,5,"Review","very good",2026-04-18,Android
480,5,"Review","great app",2026-04-18,Android
481,1,"Review","UPI section is not loading i complaint it about 5 to 6 time and many different days but It can't resolve help me 😔 that was not expected from grow.",2026-04-18,Android
482,5,"Review","good",2026-04-18,Android
483,5,"Review","Apps it's good but I have no money 😞",2026-04-18,Android
484,5,"Review","nice app",2026-04-18,Android
485,5,"Review","no risk",2026-04-18,Android
486,5,"Review","good",2026-04-18,Android
487,5,"Review","very good",2026-04-18,Android
488,4,"Review","very good",2026-04-18,Android
489,5,"Review","osam",2026-04-18,Android
490,5,"Review","it's definitely good for trading",2026-04-18,Android
491,4,"Review","ok",2026-04-18,Android
492,5,"Review","nice application use easy",2026-04-18,Android
493,4,"Review","Best Treding platform.",2026-04-18,Android
494,5,"Review","Excellent Mutual fund app",2026-04-18,Android
495,4,"Review","good",2026-04-18,Android
496,5,"Review","very good",2026-04-18,Android
497,5,"Review","good 👍😊",2026-04-18,Android
498,5,"Review","super easy app to use",2026-04-18,Android
499,5,"Review","best",2026-04-18,Android
500,5,"Review","superb quality and quality ok",2026-04-18,Android
501,5,"Review","very good investment app",2026-04-18,Android
502,5,"Review","v good 💯😊",2026-04-18,Android
503,1,"Review","fake app but trading ke liye best",2026-04-18,Android
504,5,"Review","Groww app is 👌",2026-04-18,Android
505,4,"Review","best for beginners",2026-04-18,Android
506,5,"Review","it's a very trusted appa",2026-04-18,Android
507,5,"Review","mast",2026-04-18,Android
508,5,"Review","Groww apps Nice 👍",2026-04-18,Android
509,5,"Review","good",2026-04-18,Android
510,5,"Review","love you",2026-04-18,Android
511,5,"Review","ok",2026-04-18,Android
512,5,"Review","Better",2026-04-18,Android
513,5,"Review","Good",2026-04-18,Android
514,5,"Review","Good",2026-04-18,Android
515,5,"Review","nice and easy to manage",2026-04-18,Android
516,5,"Review","good",2026-04-18,Android
517,5,"Review","good",2026-04-18,Android
518,1,"Review","grow hade not returned my money that I withdraw from it",2026-04-18,Android
519,5,"Review","very good grow",2026-04-18,Android
520,5,"Review","good",2026-04-18,Android
521,5,"Review","good",2026-04-18,Android
522,5,"Review","good grow",2026-04-18,Android
523,5,"Review","very good",2026-04-18,Android
524,5,"Review","Avarage",2026-04-18,Android
525,5,"Review","good experience",2026-04-18,Android
526,1,"Review","fraud apps money West",2026-04-18,Android
527,5,"Review","nice one",2026-04-18,Android
528,5,"Review","good",2026-04-18,Android
529,5,"Review","Good",2026-04-18,Android
530,2,"Review","not bad",2026-04-18,Android
531,5,"Review","mast",2026-04-18,Android
532,3,"Review","Intraday charges can be ₹10 per order and Delivery charges can be zero. Many platforms offer the same charges.",2026-04-18,Android
533,5,"Review","very easy operation",2026-04-18,Android
534,1,"Review","A very bad experience chart error happened very often if you are doing chart analysis in nifty50 before 8-dec-25 you can't see charts before 4 Hour time very bad and some time if you shuffle in TF to analysis sometime in one timeframe that specific day's total candle will venice so very very very bad experience 0 Star and I will uninstall this app on Monday and shift to Dhan sold all my shares on this platform just because this error thing",2026-04-18,Android
535,5,"Review","good 👍",2026-04-18,Android
536,5,"Review","Excellent",2026-04-18,Android
537,5,"Review","Some days； we like to come here just to remind you to straighten your back； stay hydrated； read the disclaimers； and update your Groww app. These regular updates help keep the bugs away and thus enhance your investing journey.",2026-04-18,Android
538,1,"Review","ग्राहक सेवा बहुत खराब है। कॉल उपलब्ध नहीं है। एक घंटे से कॉल कर रहा हूं कोई कॉल नहीं उठाता. टिकट रेश कर दिया तो कोई उसका जवाब नहीं मिलता",2026-04-18,Android
539,5,"Review","nice 👍",2026-04-18,Android
540,5,"Review","supper",2026-04-18,Android
541,1,"Review","good 👍",2026-04-18,Android
542,5,"Review","👍 supar good",2026-04-18,Android
543,5,"Review","verry good",2026-04-18,Android
544,5,"Review","good",2026-04-18,Android
545,5,"Review","nice",2026-04-18,Android
546,1,"Review","i don't know what happened but the app is showing ``your journey is in reset process '' . This is my first time of using a trade app and showing this from the start.... I haven't even started my journey.... Not to raise complain but to reach your concern..... kindly rectify the issue",2026-04-18,Android
547,5,"Review","very good",2026-04-18,Android
548,4,"Review","good",2026-04-18,Android
549,5,"Review","it's very Good",2026-04-18,Android
550,1,"Review","very poor customer service",2026-04-18,Android
551,5,"Review","good",2026-04-18,Android
552,1,"Review","nice 👍",2026-04-17,Android
553,5,"Review","awesome app for growing❤️",2026-04-17,Android
554,4,"Review","good",2026-04-17,Android
555,5,"Review","very very very nice and useful application. every thing we can done in a single one platform",2026-04-17,Android
556,5,"Review","Best app",2026-04-17,Android
557,5,"Review","Very Good app to learn and Invest. Gives Many stats and has a very simple and easy to understand and use interface. Transactions are fast and smooth",2026-04-17,Android
558,5,"Review","very easy",2026-04-17,Android
559,4,"Review","nice groww",2026-04-17,Android
560,5,"Review","👌❣️",2026-04-17,Android
561,5,"Review","good work",2026-04-17,Android
562,5,"Review","good",2026-04-17,Android
563,4,"Review","So far the experience has been good. However； you guys don't update data regularly. eg. Recently I received a mail from ICICI fundhouse that the expense ratio of ICICI Large cap has increased from 0.69% to 0.72% but in your app the rate is 0.87%. This is a huge problem as we normally check these parameters before making any investments. There are many other lapses like this. You should focus on fixing these issues.",2026-04-17,Android
564,5,"Review","nice 👍",2026-04-17,Android
565,5,"Review","it's amazing Application for beginners",2026-04-17,Android
566,5,"Review","सबसे अच्छा",2026-04-17,Android
567,5,"Review","Nice 👍🙂",2026-04-17,Android
568,5,"Review","easy method for market analysis and trading",2026-04-17,Android
569,1,"Review","not login aap",2026-04-17,Android
570,5,"Review","very useful in this app",2026-04-17,Android
571,5,"Review","good",2026-04-17,Android
572,5,"Review","good very good",2026-04-17,Android
573,5,"Review","abhi last update ke baad se app me hanging problem bhut aaari hai kabi charts atak jaare kabi orders atak jaare and if possible pls add tg and sl on chart like dhan will be very helpful",2026-04-17,Android
574,1,"Review","The NAV assigned and the actual NAV is not matching and the support system is pathetic. no response from calls； chats too.",2026-04-17,Android
575,5,"Review","🫡😎",2026-04-17,Android
576,5,"Review","very good",2026-04-17,Android
577,5,"Review","very good 👍👍👍",2026-04-17,Android
578,5,"Review","easy to use",2026-04-17,Android
579,5,"Review","good",2026-04-17,Android
580,5,"Review","👍",2026-04-17,Android
581,1,"Review","लूटो",2026-04-17,Android
582,5,"Review","Verry nice and easy to use",2026-04-17,Android
583,5,"Review","easy to understand app. best app",2026-04-17,Android
584,5,"Review","I've been using this application for the past three years； and it's very easy to learn and use. My overall experience has been excellent. Thanks to the Groww team. 🙂",2026-04-17,Android
585,5,"Review","very good",2026-04-17,Android
586,5,"Review","all update timley and easy to payment meathed",2026-04-17,Android
587,4,"Review","option trading main stop loss and target ka option de de to achcha hoga",2026-04-17,Android
588,3,"Review","Everything is fine； but MTF brokerage charges are very high.",2026-04-17,Android
589,5,"Review","It's too easy and trusted",2026-04-17,Android
590,3,"Review","brokerage charges are so high",2026-04-17,Android
591,5,"Review","use interface acha he par brokrage jyada hai",2026-04-17,Android
592,5,"Review","excellent performance",2026-04-17,Android
593,5,"Review","good 👍",2026-04-17,Android
594,5,"Review","nise app",2026-04-17,Android
595,5,"Review","all is well",2026-04-17,Android
596,5,"Review","good 👍",2026-04-17,Android
597,5,"Review","good",2026-04-17,Android
598,5,"Review","Good 👍",2026-04-17,Android
599,4,"Review","Good",2026-04-17,Android
600,4,"Review","😊",2026-04-17,Android
601,5,"Review","great experience 😃... Groww mobile app pr SWP ka option kab tak aayega ??",2026-04-17,Android
602,3,"Review","nice",2026-04-17,Android
603,4,"Review","very good 👍",2026-04-17,Android
604,5,"Review","👍",2026-04-17,Android
605,5,"Review","good",2026-04-17,Android
606,4,"Review","on Star less because it's take some hidden charges for using application",2026-04-17,Android
607,1,"Review","useless over hyped 😪",2026-04-17,Android
608,5,"Review","best app for investment",2026-04-17,Android
609,5,"Review","Best App",2026-04-17,Android
610,5,"Review","Best Platform",2026-04-17,Android
611,5,"Review","it's good",2026-04-17,Android
612,5,"Review","nice 👍",2026-04-17,Android
613,4,"Review","good",2026-04-17,Android
614,1,"Review","not bad",2026-04-17,Android
615,4,"Review","very carefully good working",2026-04-17,Android
616,5,"Review","👌",2026-04-17,Android
617,4,"Review","good",2026-04-17,Android
618,4,"Review","Giod",2026-04-17,Android
619,5,"Review","fantastic ❤️",2026-04-17,Android
620,3,"Review","one of the best user interface in all brokers",2026-04-17,Android
621,5,"Review","good platform",2026-04-17,Android
622,5,"Review","👍",2026-04-17,Android
623,1,"Review","Earlier it worked very fine but now it seems as it has been well designed so that there's only loss of money inspite of the market being high or low. Not reliable or transparent.",2026-04-17,Android
624,5,"Review","Exsilant 🥰🥰",2026-04-17,Android
625,5,"Review","very nice 👍",2026-04-17,Android
626,1,"Review","worst Service app",2026-04-17,Android
627,5,"Review","Exllent",2026-04-17,Android
628,1,"Review","brokarage amount High and Chart and indicator not updated like Dhan",2026-04-17,Android
629,5,"Review","good👍",2026-04-17,Android
630,5,"Review","easy",2026-04-17,Android
631,5,"Review","very nice",2026-04-17,Android
632,5,"Review","user friendly app",2026-04-17,Android
633,1,"Review","Hi Everyone Please Don't use the Groww Platform Instead of using Groww prefer someother good broker as in the market we have many options.The thing is I placed a Stoploss order while inwas in trade my SL on 24250 call was 174 rs in the same candle at 1:24 Pm sell order executed but my Stoploss price was 174 triggered candle which never came at the time to 174.50 also... Don't use a Groww many times face a technical issues highly not recommended this broker",2026-04-17,Android
634,5,"Review","very good",2026-04-17,Android
635,5,"Review","good",2026-04-17,Android
636,3,"Review","Trailing Stop Loss is not Available",2026-04-17,Android
637,5,"Review","good app and trusted",2026-04-17,Android
638,5,"Review","outstanding",2026-04-17,Android
639,1,"Review","mader hot app sa bahut charge lagta ha sa la instell karo sab log 1200 sa shida 800 siref charges sa mare profit vi tha scam ho raha ha hera sat",2026-04-17,Android
640,5,"Review","good",2026-04-17,Android
641,5,"Review","Outstanding👌👌👌",2026-04-17,Android
642,5,"Review","best trading app",2026-04-17,Android
643,5,"Review","good",2026-04-17,Android
644,4,"Review","good",2026-04-17,Android
645,5,"Review","very good service",2026-04-17,Android
646,5,"Review","good aps fast update",2026-04-17,Android
647,5,"Review","good",2026-04-17,Android
648,5,"Review","good one",2026-04-17,Android
649,5,"Review","good report",2026-04-17,Android
650,5,"Review","good",2026-04-17,Android
651,5,"Review","very easy very helpful ☺️",2026-04-17,Android
652,5,"Review","good",2026-04-17,Android
653,5,"Review","excellent",2026-04-17,Android
654,1,"Review","very bad app ； which not trust worthy at all； in f&o it's all gambling and not genuine at all； you can see it very clearly in commodity tradess； one star is because of its speed； not for its trust full services； don't go for f&o in groww； go for other brokers",2026-04-17,Android
655,5,"Review","good",2026-04-17,Android
656,5,"Review","excellent",2026-04-17,Android
657,5,"Review","mast app h",2026-04-17,Android
658,5,"Review","help karna",2026-04-17,Android
659,5,"Review","Nice service",2026-04-17,Android
660,5,"Review","it is very easy to understand for beginners and the charges are low compared to other brokers",2026-04-17,Android
661,5,"Review","good app for investment",2026-04-17,Android
662,5,"Review","good",2026-04-17,Android
663,5,"Review","very good app",2026-04-17,Android
664,5,"Review","good",2026-04-17,Android
665,5,"Review","Veni； Vidi； Vici",2026-04-17,Android
666,5,"Review","nice",2026-04-17,Android
667,5,"Review","Groww is a simple； user-friendly app that’s great for beginners starting their investment journey.",2026-04-17,Android
668,5,"Review","👍",2026-04-17,Android
669,5,"Review","best",2026-04-17,Android
670,5,"Review","good",2026-04-17,Android
671,5,"Review","good aap",2026-04-17,Android
672,5,"Review","ak din ka 40k 50k Kam rh hu",2026-04-17,Android
673,4,"Review","good",2026-04-17,Android
674,5,"Review","very good",2026-04-17,Android
675,4,"Review","good",2026-04-17,Android
676,2,"Review","not live showing why ? i have to open it repeatedly.",2026-04-17,Android
677,5,"Review","Best .. But Can Change हिंदी Language.",2026-04-17,Android
678,5,"Review","plz plz don't change ui.keep the same",2026-04-17,Android
679,5,"Review","good",2026-04-17,Android
680,5,"Review","good",2026-04-17,Android
681,5,"Review","good organised App without any issues",2026-04-17,Android
682,5,"Review","easy to use . best experience 😉.",2026-04-17,Android
683,4,"Review","good 👍🏻",2026-04-17,Android
684,5,"Review","👌",2026-04-17,Android
685,5,"Review","very good platform",2026-04-17,Android
686,5,"Review","best app I used till now",2026-04-17,Android
687,5,"Review","groww uh make me grow TQ❣️",2026-04-17,Android
688,5,"Review","thank",2026-04-17,Android
689,5,"Review","good 👍",2026-04-17,Android
690,5,"Review","this app is better now",2026-04-17,Android
691,5,"Review","Nice changes low",2026-04-17,Android
692,1,"Review","good game",2026-04-17,Android
693,5,"Review","best aap",2026-04-17,Android
694,5,"Review","sahi h",2026-04-17,Android
695,5,"Review","very easy to use......",2026-04-17,Android
696,5,"Review","nice app and very helpful 👍🏻 to see tecnical analysis and. buy or sell",2026-04-17,Android
697,5,"Review","Excellent",2026-04-17,Android
698,5,"Review","good for everyone",2026-04-17,Android
699,5,"Review","good 😊",2026-04-17,Android
700,5,"Review","it's very good App.",2026-04-17,Android
701,5,"Review","one of the best； all the features are excellent.. only feedback is in the Option basket the strike from different weeks is not featured； it's allowing only same week. no other points .. the best.. Edit 17/04/26 after so many years of trading now I am growing 💗 very happy. Thank you team..",2026-04-17,Android
702,5,"Review","good",2026-04-17,Android
703,5,"Review","best app",2026-04-17,Android
704,5,"Review","better than others",2026-04-17,Android
705,5,"Review","so friendly",2026-04-17,Android
706,1,"Review","Almost everyone think groww charges less brokerage；but guess what； it charges the highest brokerage - 0.2% of the whole transaction for MTF with no capping； so if suppose you have 1 lac ₹ and you get ×4 times MTF = 4 lac₹ equity trade ； now if you exit in no profit no loss situation you exit for a price of 4 lac ₹ ；so they charge you for 8 lac₹ ( 4 exit 4 entry) =0.002×800000= 1600 Rs for a single trade and you were also paying interest of 14.95% pa of the complete amount. Crux- YOU LOOSE 2-3%",2026-04-17,Android
707,5,"Review","good",2026-04-17,Android
708,5,"Review","good",2026-04-17,Android
709,5,"Review","good service 👍",2026-04-17,Android
710,1,"Review","I am sharing my personal experience. please don't trade in this application. there are lot of hidden charges. even though you got profit you always in loses side. they won't send mail for hidden charges. no response from customer service because they wantedly eating out money. at beginning one or two trades they don't eat after that they start eating our money. hope this is useful any one. beware of this application.",2026-04-17,Android
711,5,"Review","great 👍",2026-04-17,Android
712,4,"Review","good",2026-04-17,Android
713,1,"Review","i did not like the interface and system after the latest update.. previous system was better to handle this app...",2026-04-17,Android
714,3,"Review","every time I required to update",2026-04-17,Android
715,5,"Review","Good",2026-04-17,Android
716,5,"Review","best for beginners",2026-04-17,Android
717,5,"Review","UI is great ； simple handling and fast .",2026-04-17,Android
718,1,"Review","they stole Rs 4 to 5 Or for a large transaction nearly Rs100 every time some one complaint about grow in cyber crime",2026-04-17,Android
719,5,"Review","excellent 👍",2026-04-17,Android
720,5,"Review","groww side no any technical support",2026-04-17,Android
721,5,"Review","👌👌👌👌",2026-04-17,Android
722,1,"Review","no need to add fractions in sl and tgt in position tool😡😡😡... from I'll be no longer groww user😏😏😏",2026-04-17,Android
723,3,"Review","nice",2026-04-17,Android
724,5,"Review","add money easly",2026-04-17,Android
725,5,"Review","good",2026-04-17,Android
726,5,"Review","good 👍",2026-04-17,Android
727,5,"Review","very nice",2026-04-17,Android
728,5,"Review","⭐⭐⭐⭐⭐",2026-04-17,Android
729,5,"Review","good investment",2026-04-17,Android
730,5,"Review","good",2026-04-17,Android
731,5,"Review","my favourite app",2026-04-17,Android
732,5,"Review","excellent",2026-04-17,Android
733,1,"Review","Every index expiry day asking update. Always asking update.",2026-04-17,Android
734,5,"Review","good 👍",2026-04-17,Android
735,5,"Review","smooth running",2026-04-17,Android
736,5,"Review","good app's",2026-04-17,Android
737,5,"Review","good Tranding",2026-04-17,Android
738,5,"Review","super",2026-04-17,Android
739,5,"Review","👍",2026-04-17,Android
740,3,"Review","good",2026-04-17,Android
741,5,"Review","v nice",2026-04-17,Android
742,5,"Review","well",2026-04-17,Android
743,5,"Review","great and Friendly Application.",2026-04-17,Android
744,1,"Review","this gu app is charging extra money in the name of groww charges on buying or selling of stocks and the worst thing is that.. they Even don't follow SEBI rules and hold money for extra time and can be withdrawal able after 10am of next to next days if there is a holiday they gonna hold money for more time",2026-04-17,Android
745,5,"Review","भरोसेमंद handling me bahot aasan hai；",2026-04-17,Android
746,4,"Review","good app easy to use. but need to add more option in filters of stock",2026-04-17,Android
747,5,"Review","good 👍🏻",2026-04-17,Android
748,5,"Review","good App for stock market 🥰",2026-04-17,Android
749,5,"Review","good",2026-04-17,Android
750,1,"Review","5000 रुपीस काम हो गयामेरे साथ ग्रो कंपनी फ्रॉडहै कंपनी रिक्शा में",2026-04-17,Android
751,4,"Review","best grow 😁😁😁🪴🪴🪴",2026-04-17,Android
752,5,"Review","good",2026-04-17,Android
753,5,"Review","good",2026-04-17,Android
754,5,"Review","good",2026-04-17,Android
755,5,"Review","very nice app usefull app",2026-04-17,Android
756,4,"Review","must try",2026-04-17,Android
757,1,"Review","good",2026-04-17,Android
758,5,"Review","good",2026-04-17,Android
759,5,"Review","Good App",2026-04-16,Android
760,5,"Review","excellent",2026-04-16,Android
761,5,"Review","best 👍",2026-04-16,Android
762,5,"Review","good",2026-04-16,Android
763,5,"Review","good",2026-04-16,Android
764,5,"Review","lovely",2026-04-16,Android
765,5,"Review","nice",2026-04-16,Android
766,5,"Review","easy to use 😎😎",2026-04-16,Android
767,5,"Review","Nice",2026-04-16,Android
768,5,"Review","useful for middle class",2026-04-16,Android
769,5,"Review","very good",2026-04-16,Android
770,5,"Review","gud",2026-04-16,Android
771,5,"Review","Nice",2026-04-16,Android
772,5,"Review","best investment app",2026-04-16,Android
773,5,"Review","very useful for the share market.",2026-04-16,Android
774,4,"Review","nice",2026-04-16,Android
775,1,"Review","Groww app is not suitable for a trader； this is only for investment purpose. So many glitches； execution problem. You may faces big loss for this and they just assured you by a 'sorry'",2026-04-16,Android
776,4,"Review","👍",2026-04-16,Android
777,5,"Review","nice app for investment",2026-04-16,Android
778,5,"Review","super.",2026-04-16,Android
779,5,"Review","toomuch looty brokarage sad plateform",2026-04-16,Android
780,5,"Review","awesome 👍😎😎😎👍👍👍👍",2026-04-16,Android
781,5,"Review","Good",2026-04-16,Android
782,5,"Review","yes good",2026-04-16,Android
783,1,"Review","bakchod app😊😊😊",2026-04-16,Android
784,5,"Review","it make 100crore",2026-04-16,Android
785,5,"Review","⭐⭐⭐⭐⭐",2026-04-16,Android
786,5,"Review","very good",2026-04-16,Android
787,4,"Review","Please provide trade diary features",2026-04-16,Android
788,3,"Review","nice 👍",2026-04-16,Android
789,5,"Review","excellent app",2026-04-16,Android
790,5,"Review","nice app",2026-04-16,Android
791,5,"Review","Good 👍",2026-04-16,Android
792,5,"Review","good",2026-04-16,Android
793,2,"Review","ok",2026-04-16,Android
794,5,"Review","nice",2026-04-16,Android
795,5,"Review","good app",2026-04-16,Android
796,5,"Review","If possible to guide unknown customer for about ongoing profitable and loss mutual funds. How to invest in profitable mutual funds and gain knowledge about stocks and mutual fund?",2026-04-16,Android
797,5,"Review","good 👍",2026-04-16,Android
798,1,"Review","👎 👎👎👎👎",2026-04-16,Android
799,5,"Review","nice app",2026-04-16,Android
800,5,"Review","nice groww",2026-04-16,Android
801,5,"Review","My gmail id and mobile number are linked to my Groww demat account. I don't have them yet； so I want to update them. Please help.",2026-04-16,Android
802,5,"Review","my order successful now",2026-04-16,Android
803,5,"Review","TRUSTWORTHY",2026-04-16,Android
804,5,"Review","nice 👍",2026-04-16,Android
805,1,"Review","not satisfied with this update",2026-04-16,Android
806,5,"Review","Clean； beautiful user experience",2026-04-16,Android
807,1,"Review","It's a very difficult app for an option trader while the limit orders execute in the market & GTT orders will execute far from the limit we set. SL is also the same； if we keep 10 points as SL it goes nearly 13 to 14 points & hits the SL. while coming to targets if we keep 20 points it will hit nearly 16 to 18 points. And the app does not provide any bracket orders； we can't set our targets & SL before the order activates； we only set the SL & Targets once the order activates.",2026-04-16,Android
808,4,"Review","good",2026-04-16,Android
809,5,"Review","excellent",2026-04-16,Android
810,5,"Review","good 👍",2026-04-16,Android
811,5,"Review","nice",2026-04-16,Android
812,5,"Review","good",2026-04-16,Android
813,5,"Review","much better than other aap.",2026-04-16,Android
814,5,"Review","best",2026-04-16,Android
815,5,"Review","very super",2026-04-16,Android
816,5,"Review","Groww is super broker app",2026-04-16,Android
817,3,"Review","good",2026-04-16,Android
818,5,"Review","Good experience",2026-04-16,Android
819,5,"Review","good",2026-04-16,Android
820,1,"Review","very very disturbing ad procedure",2026-04-16,Android
821,5,"Review","good aap",2026-04-16,Android
822,5,"Review","good app easy to goooooo",2026-04-16,Android
823,5,"Review","good sarvice",2026-04-16,Android
824,5,"Review","quick response and timely account transparency",2026-04-16,Android
825,5,"Review","excellent",2026-04-16,Android
826,5,"Review","easy to use； minimal charges",2026-04-16,Android
827,1,"Review","very high charges from grow it s worst experince from grow ；also there is no way to check iv ；in the live market ；please don t go with grow you take every time loss .",2026-04-16,Android
828,1,"Review","fraud app h high brokerage aur kab aapke trading cut Jaye pta bhi nhi lagea",2026-04-16,Android
829,5,"Review","good",2026-04-16,Android
830,1,"Review","ab tak ka sabse sabse sabse ghatiya broker app hai Groww； 1 star bhi dene ke layak nahi hai. galti se bhi esme option trading mat Krna nahi to sb road me aa jaoge",2026-04-16,Android
831,5,"Review","Nice",2026-04-16,Android
832,5,"Review","Appreciated 🙏",2026-04-16,Android
833,5,"Review","❤️‍🔥",2026-04-16,Android
834,1,"Review","stucks when needed most",2026-04-16,Android
835,5,"Review","nice app for investment in stick and mutual funds. easy to use",2026-04-16,Android
836,5,"Review","Best broker for for easy interface and smooth experience",2026-04-16,Android
837,5,"Review","osm work",2026-04-16,Android
838,5,"Review","good",2026-04-16,Android
839,5,"Review","it's good",2026-04-16,Android
840,5,"Review","best",2026-04-16,Android
841,5,"Review","good service",2026-04-16,Android
842,1,"Review","I can't place GTT sell order anymore and the app is forcing me to enable DDPI for placing trigger sell orders",2026-04-16,Android
843,5,"Review","Excellent",2026-04-16,Android
844,5,"Review","very bad app I hate this app ek gatiya app hai but 5 star de hi deta hun",2026-04-16,Android
845,4,"Review","Nice simple interface for beginners. Has explanation for new technical terms too. FEEDBACK: can add live data for 1yr 3yr； 5yr rolling returns； alpha； sharpe & sortino in the details for each fund. kind of helps in getting a better picture",2026-04-16,Android
846,5,"Review","easy to maintain",2026-04-16,Android
847,1,"Review","worst app... too many hidden charges",2026-04-16,Android
848,5,"Review","very Good",2026-04-16,Android
849,5,"Review","excellent app.",2026-04-16,Android
850,4,"Review","awasome",2026-04-16,Android
851,5,"Review","easy to use this app and beginner friendly too.",2026-04-16,Android
852,5,"Review","very nice",2026-04-16,Android
853,5,"Review","good",2026-04-16,Android
854,5,"Review","bahut acha",2026-04-16,Android
855,1,"Review","im sorry to say but this is not an okay app for beginners； not at all! please hear me out i had no idea about the other charges ； i added 1470 rupees in my account later on facing market downfall to prevent greater loss ； i took it out at the lowest loss as possible and which was around 30 rs and later on when i went to withdraw my money back to my account i gor 1190 rupees back :) ... ima get alotta scolding from my mom",2026-04-16,Android
856,5,"Review","good app",2026-04-16,Android
857,5,"Review","very good 👍 app",2026-04-16,Android
858,5,"Review","good",2026-04-16,Android
859,2,"Review","good",2026-04-16,Android
860,5,"Review","👍",2026-04-16,Android
861,5,"Review","Ammazing 😁",2026-04-16,Android
862,5,"Review","bdhiya h bhut easy h",2026-04-16,Android
863,2,"Review","brokerage fee is too much",2026-04-16,Android
864,5,"Review","these app good for fund and stock",2026-04-16,Android
865,5,"Review","Best app based platform.",2026-04-16,Android
866,5,"Review","very class app",2026-04-16,Android
867,1,"Review","financial year 26-27 kb aayegi app pr",2026-04-16,Android
868,5,"Review","it is nice app",2026-04-16,Android
869,5,"Review","easy nd helpful",2026-04-16,Android
870,1,"Review","new update is worst I don't like this i request I to bring the old version thank you",2026-04-16,Android
871,5,"Review","it's very nice aap for trading",2026-04-16,Android
872,5,"Review","super",2026-04-16,Android
873,5,"Review","good",2026-04-16,Android
874,5,"Review","good 👍",2026-04-16,Android
875,1,"Review","is app ko koi bhi download mat Karna is mahine premium barabar chalega nahin chart barabar chalega jo bhi download kar raha hai Sahi ko kijiye sabse best app",2026-04-16,Android
876,5,"Review","good",2026-04-16,Android
877,5,"Review","good 👍",2026-04-16,Android
878,5,"Review","100% real",2026-04-16,Android
879,5,"Review","Superb smooth UI； Very easy to sell and buy. I have switched from coin and hdfc",2026-04-16,Android
880,5,"Review","very good",2026-04-16,Android
881,4,"Review","okay to use",2026-04-16,Android
882,1,"Review","Brokarage Very High",2026-04-16,Android
883,5,"Review","good 👍",2026-04-16,Android
884,5,"Review","this app good no iam invest amount but more amount cutting",2026-04-16,Android
885,5,"Review","good",2026-04-16,Android
886,5,"Review","nice for trade",2026-04-16,Android
